customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
Pamela Eaton,11674114,Male,29,50720,Perkinsborough,10,969.540.0434x446,1105,Standard,30,Bank Transfer,106.52,28.01,Stayed,,
Brandon Brown,96731732,Male,30,48123,South Jesse,42,917.682.3401x67424,442,Basic,76,Bank Transfer,119.33,12.75,Stayed,,
Carolyn Morris,88880974,Female,42,90451,Luisview,64,976.294.2000x694,89,Standard,9,Credit Card,133.72,13.13,Stayed,,
Teresa Wilcox,75114640,Male,62,76649,Lake Chad,21,(953)837-6190x0331,709,Basic,19,PayPal,66.28,1.96,Churned,Dissatisfaction,Product dissatisfaction
Jimmy Cruz,10535815,Male,68,59128,New Tom,66,735-287-3573,1291,Premium,127,Credit Card,190.76,15.27,Stayed,,
Jason Downs,82855004,Female,75,28031,South Destiny,41,(319)578-2740x5045,1804,Basic,148,Bank Transfer,50.56,37.23,Stayed,,
Melanie Herrera,31743313,Female,36,19114,Clarkport,24,689-976-1222,1030,Premium,5,Credit Card,193.82,2.38,Churned,Other,Unknown
Kelly Payne,54544781,Male,72,88300,New Michael,35,958-270-3135x1107,1155,Premium,148,PayPal,22.67,10.96,Stayed,,
Jessica Jensen,41257982,Female,63,91284,Lake Tiffanystad,56,2319016676,894,Standard,169,Bank Transfer,106.6,35.31,Stayed,,
Susan Cervantes,56149504,Male,53,42092,Lake Jessica,30,001-672-742-4956x584,1793,Basic,7,Credit Card,80.01,39.13,Stayed,,
Jodi Stokes,57384289,Male,62,89501,Hannahmouth,57,(398)237-1886x951,250,Standard,184,Credit Card,100.84,22.77,Stayed,,
Charles Brown,34803308,Male,25,29965,West Lindsay,47,492-766-8001x9073,496,Basic,51,PayPal,122.72,34.9,Stayed,,
Eduardo Sanchez,60759782,Female,46,69911,West Eric,35,282-702-4754,1917,Premium,99,Credit Card,98.41,19.4,Stayed,,
Michael Rivera MD,34732010,Female,72,54635,Lake Marcusside,19,+1-763-241-7299x455,1501,Premium,17,PayPal,94.67,8.0,Stayed,,
Marc Nguyen,47289646,Female,70,05744,Gibbsview,8,206.802.7976x2333,1111,Basic,124,Bank Transfer,151.89,19.91,Stayed,,
Dana White,19702625,Female,72,43054,Dayton,26,434.664.1573,1284,Basic,59,Bank Transfer,143.46,29.0,Stayed,,
Patricia Peterson,27158473,Female,49,57891,Marshallhaven,71,2358538002,493,Standard,153,Credit Card,169.99,47.4,Churned,Competitor,Competitor had better coverage
Julie Bruce,99347106,Male,68,69561,North Teresa,30,462.254.4592,1400,Basic,70,Bank Transfer,64.99,3.44,Stayed,,
Brent Martin,24554031,Male,61,80032,New Patricktown,7,(714)263-2150x5609,810,Basic,186,Bank Transfer,129.72,25.37,Stayed,,
Raymond Boyd,48466927,Male,35,71220,Natalieville,67,459.664.6681,276,Basic,159,Credit Card,125.34,16.45,Stayed,,
Lindsay Young,21299566,Male,23,87984,Port Aliciaside,65,592.923.2220x545,97,Standard,170,Bank Transfer,86.55,25.42,Churned,Dissatisfaction,Network reliability
Christian Wood,61826623,Female,35,39030,Rogerschester,36,+1-359-468-2450x79886,1091,Basic,94,Credit Card,107.49,1.2,Stayed,,
Marc Wood,81606397,Male,36,65116,Laurenview,25,294-901-7913,961,Premium,190,PayPal,76.48,15.65,Churned,Dissatisfaction,Product dissatisfaction
Hannah Allen,40447839,Female,39,31582,Ortizton,37,001-237-590-9202,1512,Standard,66,PayPal,45.53,40.99,Stayed,,
Dr. Julie Carpenter MD,81649647,Male,54,80895,Franciscoview,1,001-378-407-3947,1880,Standard,106,PayPal,58.48,27.7,Churned,Competitor,Competitor offered better device
David Young,64585394,Female,49,12205,Port Scott,15,(683)976-7090,1781,Premium,178,Credit Card,38.99,22.53,Stayed,,
Nancy Brown,58635297,Female,73,25895,Jeremyside,37,8952171245,236,Premium,143,Credit Card,142.95,14.28,Stayed,,
Terri Cummings,96995711,Male,58,31664,Lake David,13,681-303-4162x392,394,Premium,12,Bank Transfer,138.93,14.9,Stayed,,
Michael Newman,9622565,Male,76,84580,Lake Ronald,8,001-773-355-1013,273,Basic,101,Bank Transfer,191.11,19.16,Stayed,,
Jacob Sutton,1366278,Male,20,91339,Markview,5,871-731-1108,879,Premium,121,Bank Transfer,151.34,41.78,Stayed,,
Nicole Jensen,84591447,Male,45,24336,Robertsland,60,561-260-7751x205,537,Basic,68,Bank Transfer,29.37,48.36,Stayed,,
Ryan Thompson,93558997,Female,27,71944,West Claire,1,+1-798-571-1511x4416,1982,Standard,25,Bank Transfer,179.16,21.93,Stayed,,
Kimberly Hayes,86931266,Male,68,63599,Lake Sandra,36,001-295-412-5677x0671,926,Standard,119,Credit Card,175.28,19.67,Stayed,,
Martha King,46615908,Male,52,88689,Hallview,35,+1-969-353-7849x79999,898,Premium,195,Credit Card,99.8,42.33,Stayed,,
Peter Booth,55402684,Female,78,57825,South Patrick,66,8706112628,1302,Basic,89,PayPal,125.46,21.35,Stayed,,
Jeffrey Burton,91953770,Male,46,03758,Port Stephenview,63,594.248.8657x779,1463,Premium,196,PayPal,195.69,27.6,Stayed,,
Danny Smith,38743416,Male,71,53619,Nathanside,23,486.751.1624,1028,Premium,24,PayPal,115.81,11.55,Stayed,,
Leslie Warner,89059293,Male,32,84350,Port Courtneystad,9,(745)751-1701x5885,1662,Basic,12,PayPal,182.96,37.18,Stayed,,
James Contreras,89237988,Male,50,95206,Martinezburgh,34,(426)900-8119x6901,1066,Premium,62,Credit Card,34.95,26.6,Stayed,,
Michael Fernandez,17686270,Male,24,75698,Traciefort,46,410.221.8795x56813,237,Standard,50,Credit Card,54.39,40.45,Stayed,,
Carolyn Edwards,88191337,Female,29,61749,South Scotttown,4,208-544-9893,1931,Premium,35,Credit Card,99.34,39.04,Stayed,,
Adrian Odom,82259373,Male,66,95847,South Abigailshire,30,379.542.1467x5371,319,Basic,97,Bank Transfer,125.26,10.75,Stayed,,
Marcus Woods,92449588,Male,47,09298,Callahanview,3,960.295.8678x6113,1680,Basic,13,Bank Transfer,166.92,35.78,Stayed,,
Nicholas Ford,36580560,Male,38,57901,Michellehaven,14,335-547-3338,359,Standard,19,PayPal,197.89,40.0,Stayed,,
Sandra Conley,44959951,Male,48,75467,Lake Thomasport,60,001-685-416-3030x573,1205,Basic,98,Bank Transfer,89.99,17.31,Churned,Attitude,Attitude of service provider
Stephanie Smith,24465042,Male,75,64858,Lake Tyler,45,+1-860-481-2948x079,1624,Basic,158,Credit Card,28.53,8.63,Stayed,,
Stephanie Morrison,13602144,Female,78,83768,Donnashire,34,737-812-2500,1145,Standard,142,PayPal,164.21,0.13,Stayed,,
Danielle Potter,1099918,Male,41,56243,Albertmouth,45,843-615-7817x4787,1866,Premium,33,PayPal,128.79,22.55,Stayed,,
Jason Mason,48470574,Female,37,75709,Petersenport,61,+1-206-961-8554x16318,894,Standard,84,Bank Transfer,55.74,17.62,Stayed,,
Cassandra Sanders,98411601,Female,54,77637,Christopherview,16,001-798-260-2622x8840,1745,Premium,40,PayPal,109.07,27.75,Stayed,,
Kayla Murphy MD,57039336,Male,21,99344,Port Judithshire,66,349.455.6299x21787,1260,Standard,88,Bank Transfer,153.62,9.4,Stayed,,
Sean Stanley,71513199,Male,45,64406,Roychester,40,001-671-928-3761x8229,535,Premium,113,Bank Transfer,158.67,42.98,Churned,Attitude,Attitude of support person
Christine Jacobs,81927682,Male,61,57035,Lake Annettechester,17,(477)631-5830x48101,1264,Standard,122,PayPal,109.93,12.89,Churned,Other,Deceased
Monica Bailey,73319134,Male,79,90391,Jenniferfurt,34,+1-972-853-9567x86625,1495,Premium,41,Bank Transfer,74.94,11.32,Stayed,,
Jessica Martin,55395081,Female,37,13745,Lake Stephanieland,16,(254)949-5137x665,169,Standard,90,Bank Transfer,195.27,24.04,Stayed,,
Kevin Bishop,17542693,Male,77,44191,East Tamaratown,60,+1-358-381-9169x6993,269,Premium,75,Bank Transfer,139.41,24.94,Stayed,,
Jill Carroll,39870139,Male,41,57817,Sonyaland,66,254-929-7096x736,102,Standard,155,Bank Transfer,93.48,10.75,Stayed,,
Monica Henderson,59716772,Male,67,16681,Fritzborough,66,(246)227-3243,1807,Basic,173,PayPal,70.48,13.59,Churned,Price,Extra data charges
Kyle Rogers,84814241,Male,66,97335,East Joel,13,524.477.4088x9066,1524,Premium,97,Credit Card,151.6,8.49,Stayed,,
Douglas Horton,31200683,Male,68,43840,South Tracey,56,(461)874-1620,1485,Standard,84,Credit Card,63.59,35.92,Stayed,,
Paul Bartlett,72393200,Male,49,97450,Millerstad,31,394-931-0002,1716,Premium,106,Bank Transfer,50.91,38.5,Stayed,,
Tammy Byrd,57872499,Female,58,65742,Michaelville,34,+1-330-457-5834x203,1310,Premium,160,Bank Transfer,115.37,23.12,Stayed,,
Nicole Ali,80066694,Female,53,91510,South Matthew,39,(338)681-2340x7661,807,Standard,180,Bank Transfer,72.2,35.7,Churned,Dissatisfaction,Network reliability
Kimberly Gray,13820771,Male,75,23384,Anthonyburgh,67,2103654469,787,Premium,170,Credit Card,133.2,36.8,Stayed,,
Andrea Spears,68543798,Male,70,54077,South Lauren,8,(555)799-8372x44228,769,Standard,163,Bank Transfer,41.23,6.91,Stayed,,
Andrea Castro,28807262,Male,51,16289,Bauerberg,55,(290)250-9421,455,Basic,18,PayPal,137.89,48.31,Stayed,,
Chelsea Davis,42767811,Female,53,04900,Scottview,27,200.469.3401x31143,657,Premium,121,PayPal,70.99,41.05,Churned,Dissatisfaction,Network reliability
Sara Rodriguez,84500348,Male,19,06150,Smithchester,53,001-373-225-9072,1070,Basic,77,PayPal,20.04,10.22,Stayed,,
Veronica Jimenez,67730670,Female,32,69114,East Tylermouth,39,(669)736-1502x9366,471,Premium,95,Credit Card,42.85,9.31,Churned,Other,Unknown
Mr. Shannon Foster,8847024,Male,51,27695,South Pamela,65,001-232-279-3695,761,Premium,94,Bank Transfer,188.05,6.28,Stayed,,
Shannon Mcgrath,31259665,Male,53,36707,Jasonberg,17,439-617-9387x29853,296,Premium,33,Bank Transfer,176.12,6.92,Churned,Other,Unknown
Sharon Love,14945125,Male,23,36609,North Amy,30,+1-686-743-1050x637,121,Standard,183,Bank Transfer,62.05,37.41,Stayed,,
Lindsey Mills,78088586,Male,56,53522,New Robertview,53,(355)291-0227x952,1903,Basic,53,Credit Card,160.11,23.48,Stayed,,
Courtney Allen,79878136,Female,59,02792,East Staciestad,13,001-236-867-9926x79101,234,Premium,175,Credit Card,129.54,39.15,Stayed,,
Ms. Dawn Prince,14342012,Female,68,78582,Charlesstad,21,+1-477-217-9078x37485,55,Standard,76,Credit Card,194.76,37.31,Stayed,,
Jodi Todd,14804276,Male,68,23280,Jamesburgh,19,339.470.0779,1279,Premium,137,Credit Card,87.25,30.23,Stayed,,
Keith Jenkins,23146506,Male,75,57190,Port Keithport,53,(612)397-7527x781,1617,Standard,46,PayPal,142.66,34.32,Churned,Dissatisfaction,Network reliability
Amanda Nelson,41083274,Female,71,95676,Port Monicachester,19,2095026051,1684,Premium,139,Credit Card,31.44,0.92,Stayed,,
Anthony Delacruz,84123955,Female,78,15723,West Ericfurt,57,943.814.0394,955,Basic,46,Credit Card,91.32,15.59,Stayed,,
Alexandra Robertson DDS,25125098,Female,29,63686,Walkerland,25,924-445-4965,436,Basic,168,Credit Card,193.49,31.89,Stayed,,
Derek Delacruz,45738915,Female,20,61110,Elliottport,31,001-333-673-5305x254,1841,Premium,109,Bank Transfer,117.02,0.47,Stayed,,
Michael Gregory,66953117,Male,62,88978,East Ryan,55,(748)466-2173x8813,748,Standard,31,Bank Transfer,71.82,1.65,Churned,Competitor,Competitor offered more data
Morgan Sanders,55264715,Female,35,95241,Port Elainetown,23,529-862-3712,1149,Premium,62,Bank Transfer,41.65,42.59,Stayed,,
Paul Roberts,21533676,Male,57,28773,Smithstad,32,+1-625-420-0533x84042,1250,Standard,50,PayPal,146.64,34.2,Churned,Competitor,Competitor offered better device
Carolyn Martin,90009826,Female,38,24242,West Cathychester,62,2855415624,876,Premium,70,PayPal,136.07,13.27,Churned,Price,Extra data charges
Anita Hubbard,67959267,Female,32,29729,New Ronald,10,+1-264-729-7347,1872,Standard,29,Credit Card,87.31,34.4,Stayed,,
Eric Rhodes,97735669,Female,50,63718,Lake Frankshire,54,351-921-3130x31446,398,Basic,77,Bank Transfer,191.17,39.62,Stayed,,
Trevor Williams,89639890,Female,52,23515,West Steventown,52,+1-770-866-8865x038,1328,Premium,121,PayPal,24.0,15.34,Churned,Dissatisfaction,Service dissatisfaction
Jessica Roberts,89608119,Female,43,40684,New Leslieberg,20,612-659-3586x531,1910,Basic,159,Bank Transfer,74.67,1.8,Stayed,,
Chad Perez,40445855,Male,25,88653,West Masontown,32,291.785.9459x556,1775,Basic,133,PayPal,185.79,46.64,Stayed,,
Barbara Mckay,39223021,Male,53,31550,Hartburgh,14,001-840-792-1650x8957,357,Premium,91,PayPal,77.77,17.26,Stayed,,
William Snyder,5408138,Female,65,69617,Youngberg,50,+1-793-606-5820x4904,1418,Premium,78,Credit Card,65.41,5.32,Stayed,,
Erica Kelly,56733984,Female,47,30127,Lake Troy,28,689.451.9470,1200,Standard,174,Credit Card,116.16,24.59,Stayed,,
Zachary Solomon,2826238,Male,40,31668,South Tonya,53,+1-392-317-6736x03676,336,Standard,184,PayPal,168.28,38.42,Stayed,,
Tom Mejia,27542129,Female,59,67796,Samuelport,24,001-710-912-7284,815,Basic,157,Credit Card,38.57,11.08,Stayed,,
Bryan Gomez,27701325,Female,61,53162,Amystad,22,001-864-471-4645x35499,774,Standard,186,PayPal,189.74,13.47,Churned,Dissatisfaction,Network reliability
Valerie Mayo,62393551,Male,31,91221,Ernesttown,30,499.891.7565x82021,811,Standard,129,PayPal,163.11,12.14,Stayed,,
Jeffrey Palmer,93533631,Female,31,91632,New Donald,63,684-308-1313x2620,1669,Premium,71,Bank Transfer,52.63,49.58,Stayed,,
Matthew Peters,52781559,Female,19,58361,Aarontown,4,001-741-619-0039x92330,1560,Standard,10,Credit Card,148.16,9.87,Stayed,,
Tara Hughes,45845383,Male,72,56911,Collinston,59,(219)285-4692x7974,432,Basic,129,Credit Card,89.29,28.78,Stayed,,
Brittany Miller,62483972,Male,54,62714,East Brian,8,+1-514-402-9018x8080,1479,Standard,62,Credit Card,92.41,46.26,Stayed,,
Justin Davis,28537776,Male,22,72308,South Amandaland,12,688.791.9677,437,Basic,74,Bank Transfer,160.99,7.34,Stayed,,
Jennifer Bryan,84450269,Female,55,39674,New Katherine,31,(237)323-4330x31779,574,Premium,57,Bank Transfer,193.3,48.54,Stayed,,
Katie Huber,61247060,Male,62,03793,Kinghaven,34,9879712570,1630,Basic,70,Bank Transfer,42.8,47.37,Stayed,,
Joseph Holloway,8644793,Male,58,57954,East Zacharyside,49,001-314-463-4936x19092,688,Standard,62,Credit Card,95.71,44.23,Stayed,,
Michelle Acosta,99916739,Male,79,45405,Jameshaven,57,500.826.7134,987,Premium,86,Credit Card,106.57,10.73,Churned,Dissatisfaction,Network reliability
Kevin Miles,16619545,Male,71,73210,East Cynthia,26,852-755-3157x471,1699,Standard,91,Credit Card,87.74,31.7,Stayed,,
Dr. Barbara Pierce,65112749,Male,77,88430,Lauraburgh,18,(704)678-9717x5792,325,Premium,6,Bank Transfer,85.37,38.04,Churned,Dissatisfaction,Network reliability
Peter Taylor,97250840,Male,78,04058,Danielmouth,38,001-495-356-7118x4323,549,Premium,154,Bank Transfer,29.41,49.3,Churned,Other,Deceased
Jason Robertson,48739766,Female,64,42727,Terrenceton,50,(698)610-0155x0485,766,Standard,41,PayPal,143.4,9.02,Stayed,,
Tina Rodriguez,23810219,Female,31,99112,East Kathrynmouth,8,(727)492-9200x2265,386,Standard,152,Bank Transfer,98.52,38.3,Stayed,,
Tamara Velez,27612023,Male,73,90310,Danielmouth,41,460-537-0629x648,981,Premium,107,PayPal,55.06,16.94,Stayed,,
Lauren Davis,44513243,Male,56,21131,Eduardohaven,6,+1-828-976-0094,530,Premium,28,Credit Card,166.89,8.78,Churned,Attitude,Attitude of service provider
David Cox,72739287,Male,42,03844,New Brendan,69,(786)720-0734x89339,1970,Standard,116,Bank Transfer,164.46,21.07,Stayed,,
Sarah White,65102611,Female,37,10837,Melissaside,44,(873)361-0730x5468,960,Basic,69,Credit Card,107.55,39.69,Stayed,,
Melanie Walker,22778558,Female,19,19077,Serranoborough,64,001-544-774-6012x281,1346,Standard,197,Credit Card,73.72,23.24,Stayed,,
Kimberly Frank,11334506,Female,56,51085,Lake Janet,29,001-933-459-4539x72709,1993,Premium,133,Credit Card,134.86,26.88,Stayed,,
Debbie Wagner,97544339,Female,23,68628,Stacyfurt,28,+1-776-301-9208x770,1131,Standard,121,Credit Card,71.87,49.76,Stayed,,
Kimberly Lee,58131565,Female,34,44134,West Thomas,11,001-883-536-9275,1401,Basic,120,Bank Transfer,62.48,19.96,Stayed,,
Lauren Lewis,7705867,Female,76,69234,Lake Shari,65,+1-517-392-2931x2457,1804,Standard,109,Credit Card,151.49,30.77,Stayed,,
Rodney Love,79561224,Female,42,74016,North Robertmouth,19,727-858-0982x519,158,Premium,7,PayPal,27.26,18.26,Stayed,,
Dylan Schwartz,5867504,Female,74,06859,Lake Elizabethhaven,9,+1-227-326-0960,1352,Standard,50,Bank Transfer,37.06,19.64,Stayed,,
Melissa Conley,59927915,Female,45,71886,Oconnellhaven,27,(364)703-2957,1759,Premium,59,Credit Card,21.22,34.78,Stayed,,
Clayton Robinson,96923059,Male,19,15625,Sheriport,34,2709467752,377,Premium,79,Bank Transfer,47.53,46.89,Stayed,,
Lisa Cuevas,9139079,Male,52,49198,South Patrickfort,44,+1-519-890-1009,1849,Standard,196,PayPal,32.42,27.12,Stayed,,
Hannah Love,10841513,Male,54,46226,Barkerborough,68,+1-506-657-6588x255,364,Premium,49,Credit Card,199.24,38.42,Churned,Dissatisfaction,Product dissatisfaction
Jade Morrison,76497718,Male,22,73638,Jasminebury,15,377.560.2161x111,1547,Premium,158,PayPal,71.99,4.46,Churned,Attitude,Attitude of support person
Justin Richardson,98687393,Female,18,63819,Nathanville,51,001-204-619-7339x931,1184,Basic,81,Credit Card,46.87,10.56,Stayed,,
Shawn Jackson,11957480,Female,57,49020,Port George,13,608.597.6518,748,Basic,197,PayPal,63.38,25.11,Stayed,,
Rebekah Singh,92510100,Male,29,41615,North Patriciaside,49,779.787.4913x545,830,Basic,28,Credit Card,188.5,1.0,Stayed,,
Heather Valdez,37097179,Female,73,41675,Kylefort,70,+1-951-445-8829x64058,1302,Basic,39,Bank Transfer,113.63,12.64,Stayed,,
Mike Molina,40882702,Male,53,36075,Jasonville,56,001-443-779-0318x0754,1570,Premium,28,Credit Card,85.67,25.87,Stayed,,
Jacob Nguyen,77758863,Female,62,58230,Christensenshire,51,233.243.8815,205,Standard,32,Bank Transfer,177.21,0.75,Stayed,,
Lauren Young,43282742,Male,40,93993,New Cynthiahaven,37,+1-277-830-5937x8120,1546,Premium,20,Credit Card,91.1,13.23,Stayed,,
Alexandria Bruce,43306312,Female,64,49903,Jenniferborough,17,480-765-4922,1774,Premium,63,Credit Card,80.3,25.7,Stayed,,
James Johnson,33638580,Female,48,97132,West Glenn,58,(255)337-6951x5373,1345,Premium,186,PayPal,57.31,28.66,Stayed,,
Duane Jones,34583931,Male,28,16332,South Anthonyberg,29,908-233-1538x04036,936,Standard,148,PayPal,88.0,46.29,Stayed,,
Dustin Russell,25134321,Female,27,22959,South Joseph,33,9872768290,1075,Basic,19,PayPal,77.0,32.27,Stayed,,
Katherine Logan,18800850,Male,20,17429,New Nicholasberg,60,651-938-4453x4427,807,Premium,15,Credit Card,141.91,20.74,Stayed,,
Zachary Fowler,30854498,Male,71,57546,Melissaville,55,+1-799-349-9103,771,Premium,197,Credit Card,72.12,46.52,Stayed,,
Tonya King,52498679,Male,31,03578,Cruzchester,10,515-728-7574x7582,1584,Basic,83,Credit Card,123.9,39.24,Churned,Competitor,Competitor offered better device
Linda Cohen,40076247,Male,33,53383,Lake Stacey,47,001-735-426-3803x7515,962,Premium,119,Bank Transfer,31.86,10.0,Stayed,,
Carrie Leblanc,74742123,Female,27,46654,North Rhondaborough,23,616-885-6200x91884,1359,Standard,72,Bank Transfer,54.43,6.54,Churned,Price,Price too high
Lauren Johnson,78715169,Female,46,79368,North Timothy,21,6385296261,920,Premium,47,Credit Card,93.33,33.79,Stayed,,
Sandra Fernandez,76652171,Female,27,50830,Adrienneport,13,+1-398-850-2097x3858,62,Premium,73,PayPal,188.65,27.99,Stayed,,
Melinda Roberts,73599333,Male,29,26715,New Paula,33,2178943915,657,Basic,145,PayPal,87.91,39.48,Stayed,,
Peter Williams,19711644,Female,47,87564,Richardburgh,24,+1-706-853-7347x0242,547,Premium,142,PayPal,139.53,36.94,Stayed,,
Rachael Kennedy,45998031,Male,58,99503,Richardfurt,11,001-220-928-5095x55148,1806,Premium,79,Credit Card,65.92,31.26,Stayed,,
Daniel Williams,6202241,Female,18,84141,Jamesmouth,17,+1-706-890-2553x159,287,Standard,107,PayPal,42.87,49.32,Stayed,,
Jeffrey Merritt MD,77574163,Female,22,01232,Vasquezport,68,(539)550-9716,1167,Basic,45,Credit Card,30.54,26.68,Stayed,,
Andrew Coleman,35870229,Female,37,81636,Randallside,47,746.546.0702,1411,Basic,182,Bank Transfer,74.97,5.66,Stayed,,
Jonathan Wang,22130147,Male,25,76200,Lake Brianberg,25,(495)814-0315x01157,830,Standard,63,PayPal,48.38,41.41,Stayed,,
Brianna Harmon,41468067,Female,60,23378,East John,21,284-290-4396x7679,1244,Premium,43,Bank Transfer,51.32,12.59,Stayed,,
Isabella Mason,6930522,Female,29,26456,Michaelview,12,456-639-6174,655,Basic,7,PayPal,156.94,38.87,Stayed,,
Alexis Perez,9509993,Male,18,98448,Hilltown,37,311-960-2959,710,Basic,11,Credit Card,22.85,47.86,Churned,Competitor,Competitor had better coverage
Edwin Tucker,1023473,Female,74,43443,Kellybury,42,+1-548-729-0005x70663,1697,Premium,53,Credit Card,120.41,34.84,Stayed,,
Troy Morales,30787410,Male,71,61999,East Gwendolyn,17,+1-936-404-3285,1640,Premium,30,Credit Card,88.3,29.8,Stayed,,
Raven Moss,93895004,Female,37,39742,Johnsonview,48,723-541-6983,898,Basic,165,Credit Card,111.18,23.02,Stayed,,
Melissa Moreno,65291050,Male,45,69592,Yolandafort,28,638-700-1341x1001,985,Premium,105,PayPal,121.31,18.22,Stayed,,
Shannon Gordon,1683687,Male,74,81929,Paultown,41,(635)731-8561x60002,1540,Basic,180,Bank Transfer,76.41,17.65,Stayed,,
Patrick Kerr,51365076,Female,60,25184,West Kiarahaven,47,+1-521-979-5934x9609,677,Premium,83,Credit Card,73.12,31.82,Churned,Dissatisfaction,Network reliability
Cynthia Johnson,46323805,Male,54,51761,North Jeremy,18,713-877-4211x44640,192,Premium,6,PayPal,152.01,37.56,Stayed,,
Christopher Mendez,45837717,Male,64,07026,Hullborough,71,(979)868-8288,1274,Standard,131,Bank Transfer,176.83,33.93,Churned,Competitor,Competitor had better coverage
